trade_date,premium_gasoline,regular_gasoline,diesel,kerosene,year,month,day
2018-12-16,1775.57,1434.31,1326.72,981.75,2018,12,16
2018-12-17,1774.36,1431.21,1324.80,980.93,2018,12,17
2018-12-18,1770.19,1426.88,1320.94,979.40,2018,12,18
2018-12-19,1768.69,1422.55,1316.95,977.32,2018,12,19
2018-12-20,1766.57,1417.46,1312.44,975.64,2018,12,20
2018-12-21,1762.96,1412.04,1307.64,973.77,2018,12,21
2018-12-22,1760.57,1407.88,1303.52,971.97,2018,12,22
2018-12-23,1757.98,1405.51,1301.33,970.99,2018,12,23
2018-12-24,1755.53,1401.56,1297.98,969.49,2018,12,24
2018-12-25,1751.49,1397.44,1293.97,967.63,2018,12,25
2018-12-26,1747.06,1393.36,1290.33,965.98,2018,12,26
2018-12-27,1745.44,1389.05,1286.17,963.77,2018,12,27
2018-12-28,1742.63,1385.90,1283.10,962.28,2018,12,28
2018-12-29,1740.74,1383.03,1280.12,960.67,2018,12,29
2018-12-30,1739.19,1381.66,1278.74,959.85,2018,12,30
2018-12-31,1737.60,1379.77,1277.23,958.98,2018,12,31
2019-01-01,1734.39,1375.08,1272.42,956.95,2019,1,1
2019-01-02,1732.04,1371.58,1269.20,955.39,2019,1,2
2019-01-03,1729.96,1367.67,1265.31,953.18,2019,1,3
2019-01-04,1726.11,1363.93,1261.82,951.20,2019,1,4
2019-01-05,1725.01,1361.02,1258.88,949.56,2019,1,5
2019-01-06,1724.12,1359.60,1257.43,948.84,2019,1,6
2019-01-07,1723.07,1357.21,1255.30,947.55,2019,1,7
2019-01-08,1721.28,1354.46,1252.58,945.99,2019,1,8
2019-01-09,1719.06,1352.61,1250.76,944.67,2019,1,9
2019-01-10,1719.78,1351.20,1249.46,943.71,2019,1,10
2019-01-11,1718.32,1350.06,1248.49,942.83,2019,1,11
2019-01-12,1717.68,1349.44,1247.73,942.26,2019,1,12
2019-01-13,1715.53,1349.16,1247.24,941.81,2019,1,13
2019-01-14,1714.15,1348.54,1246.92,941.62,2019,1,14
2019-01-15,1713.31,1347.96,1246.19,941.02,2019,1,15
2019-01-16,1711.94,1347.39,1245.63,940.69,2019,1,16
2019-01-17,1711.88,1346.77,1245.01,940.17,2019,1,17
2019-01-18,1710.62,1346.19,1244.52,939.86,2019,1,18
2019-01-19,1710.69,1345.82,1244.19,939.40,2019,1,19
2019-01-20,1709.62,1345.60,1243.97,939.27,2019,1,20
2019-01-21,1709.62,1345.57,1244.06,939.13,2019,1,21
2019-01-22,1709.22,1345.59,1243.88,938.82,2019,1,22
2019-01-23,1712.80,1345.48,1243.78,938.67,2019,1,23
2019-01-24,1713.15,1345.35,1243.69,938.40,2019,1,24
2019-01-25,1712.70,1345.27,1243.58,938.18,2019,1,25
2019-01-26,1709.51,1344.93,1243.33,937.86,2019,1,26
2019-01-27,1708.81,1344.94,1243.22,937.64,2019,1,27
2019-01-28,1707.86,1344.93,1243.41,937.51,2019,1,28
2019-01-29,1707.49,1344.76,1243.41,937.34,2019,1,29
2019-01-30,1706.76,1344.49,1243.27,937.37,2019,1,30
2019-01-31,1705.52,1344.35,1243.04,937.42,2019,1,31
2019-02-01,1704.92,1344.15,1242.99,937.15,2019,2,1
2019-02-02,1704.46,1344.21,1243.01,936.99,2019,2,2
2019-02-03,1704.90,1344.16,1242.90,936.84,2019,2,3
2019-02-04,1703.97,1344.12,1242.77,936.68,2019,2,4
2019-02-05,1704.97,1344.13,1242.71,936.56,2019,2,5
2019-02-06,1704.17,1343.85,1242.41,936.45,2019,2,6
2019-02-07,1705.06,1343.80,1242.24,936.39,2019,2,7
2019-02-08,1703.18,1343.48,1242.17,936.50,2019,2,8
2019-02-09,1702.98,1343.19,1242.03,936.19,2019,2,9
2019-02-10,1701.92,1343.13,1241.93,936.30,2019,2,10
2019-02-11,1702.42,1342.93,1241.92,936.17,2019,2,11
2019-02-12,1702.03,1342.66,1241.75,936.19,2019,2,12
2019-02-13,1701.98,1342.50,1241.58,936.05,2019,2,13
2019-02-14,1702.06,1342.34,1241.53,936.00,2019,2,14
2019-02-15,1701.61,1342.24,1241.52,935.83,2019,2,15
2019-02-16,1702.11,1342.55,1241.71,935.72,2019,2,16
2019-02-17,1702.59,1342.62,1241.69,935.70,2019,2,17
2019-02-18,1703.19,1342.75,1242.03,935.84,2019,2,18
2019-02-19,1702.09,1342.87,1242.20,936.00,2019,2,19
2019-02-20,1701.81,1342.97,1242.50,936.02,2019,2,20
2019-02-21,1700.98,1343.19,1242.74,936.12,2019,2,21
2019-02-22,1701.72,1343.70,1243.23,936.21,2019,2,22
2019-02-23,1702.79,1344.30,1243.82,936.56,2019,2,23
2019-02-24,1703.50,1344.64,1244.03,936.64,2019,2,24
2019-02-25,1701.91,1345.21,1244.77,936.85,2019,2,25
2019-02-26,1703.49,1345.97,1245.75,937.17,2019,2,26
2019-02-27,1703.73,1346.57,1246.36,937.26,2019,2,27
2019-02-28,1704.20,1347.17,1246.94,937.34,2019,2,28
2019-03-01,1704.84,1348.52,1248.50,937.88,2019,3,1
2019-03-02,1704.55,1349.01,1248.80,937.84,2019,3,2
2019-03-03,1704.94,1349.18,1248.90,937.76,2019,3,3
2019-03-04,1704.35,1349.54,1249.48,938.09,2019,3,4
2019-03-05,1704.90,1350.21,1250.28,938.15,2019,3,5
2019-03-06,1704.24,1350.83,1251.02,938.46,2019,3,6
2019-03-07,1704.27,1351.77,1252.01,938.68,2019,3,7
2019-03-08,1705.33,1353.58,1253.97,939.29,2019,3,8
2019-03-09,1705.69,1354.89,1255.17,939.58,2019,3,9
2019-03-10,1705.07,1355.69,1255.79,939.62,2019,3,10
2019-03-11,1705.19,1356.86,1257.38,940.18,2019,3,11
2019-03-12,1706.06,1358.93,1259.29,940.58,2019,3,12
2019-03-13,1708.49,1361.38,1261.62,941.26,2019,3,13
2019-03-14,1710.86,1363.69,1263.88,941.93,2019,3,14
2019-03-15,1714.39,1366.83,1267.06,942.91,2019,3,15
2019-03-16,1714.82,1369.55,1269.58,943.95,2019,3,16
2019-03-17,1715.74,1370.93,1270.67,944.22,2019,3,17
2019-03-18,1714.93,1372.96,1272.95,944.92,2019,3,18
2019-03-19,1716.95,1375.77,1275.44,945.45,2019,3,19
2019-03-20,1718.82,1378.03,1277.60,946.16,2019,3,20
2019-03-21,1718.89,1379.83,1279.21,946.91,2019,3,21
2019-03-22,1719.67,1381.85,1281.22,947.54,2019,3,22
2019-03-23,1721.34,1383.83,1283.09,948.34,2019,3,23
2019-03-24,1721.43,1384.72,1283.70,948.76,2019,3,24
2019-03-25,1723.38,1386.32,1285.44,949.09,2019,3,25
2019-03-26,1725.10,1388.31,1287.33,949.58,2019,3,26
2019-03-27,1726.05,1389.97,1288.77,950.18,2019,3,27
2019-03-28,1726.56,1391.43,1290.02,950.39,2019,3,28
2019-03-29,1726.88,1392.77,1291.24,950.64,2019,3,29
2019-03-30,1728.41,1393.96,1292.32,950.98,2019,3,30
2019-03-31,1727.68,1394.19,1292.39,951.08,2019,3,31
2019-04-01,1727.90,1396.21,1294.48,951.59,2019,4,1
2019-04-02,1730.42,1398.26,1296.03,952.08,2019,4,2
2019-04-03,1731.66,1399.91,1297.42,952.59,2019,4,3
2019-04-04,1732.91,1401.33,1298.55,952.79,2019,4,4
2019-04-05,1735.31,1402.73,1299.70,952.93,2019,4,5
2019-04-06,1736.53,1404.24,1300.91,953.33,2019,4,6
2019-04-07,1737.69,1405.01,1301.40,953.50,2019,4,7
2019-04-08,1739.13,1406.37,1302.72,953.82,2019,4,8
2019-04-09,1741.54,1408.14,1304.14,954.07,2019,4,9
2019-04-10,1743.49,1409.99,1305.73,954.91,2019,4,10
2019-04-11,1742.96,1411.96,1307.52,955.48,2019,4,11
2019-04-12,1746.26,1414.21,1309.38,955.76,2019,4,12
2019-04-13,1746.60,1416.70,1311.29,956.45,2019,4,13
2019-04-14,1747.10,1417.96,1312.08,957.08,2019,4,14
2019-04-15,1748.05,1420.05,1313.98,957.48,2019,4,15
2019-04-16,1750.22,1423.20,1316.23,957.95,2019,4,16
2019-04-17,1754.45,1425.97,1318.36,958.53,2019,4,17
2019-04-18,1756.54,1428.32,1320.14,958.87,2019,4,18
2019-04-19,1759.26,1431.07,1322.04,959.47,2019,4,19
2019-04-20,1762.31,1433.69,1323.78,960.09,2019,4,20
2019-04-21,1762.77,1435.18,1324.66,960.37,2019,4,21
2019-04-22,1763.87,1437.68,1326.54,960.69,2019,4,22
2019-04-23,1764.72,1440.95,1328.81,961.16,2019,4,23
2019-04-24,1767.06,1444.26,1331.19,961.90,2019,4,24
2019-04-25,1769.07,1447.00,1333.19,961.98,2019,4,25
2019-04-26,1770.48,1449.65,1335.14,962.93,2019,4,26
2019-04-27,1773.19,1452.30,1336.99,963.64,2019,4,27
2019-04-28,1774.10,1453.81,1337.81,964.25,2019,4,28
2019-04-29,1776.48,1456.22,1339.93,964.85,2019,4,29
2019-04-30,1778.10,1459.40,1342.35,965.50,2019,4,30
2019-05-01,1779.74,1463.79,1345.64,966.24,2019,5,1
2019-05-02,1781.40,1466.64,1347.81,967.00,2019,5,2
2019-05-03,1783.32,1469.80,1350.07,967.65,2019,5,3
2019-05-04,1785.34,1472.95,1352.51,968.18,2019,5,4
2019-05-05,1786.14,1475.12,1354.14,968.42,2019,5,5
2019-05-06,1787.30,1477.24,1355.76,968.64,2019,5,6
2019-05-07,1806.56,1500.12,1373.41,969.49,2019,5,7
2019-05-08,1814.07,1511.97,1382.32,970.81,2019,5,8
2019-05-09,1817.27,1517.31,1386.25,971.42,2019,5,9
2019-05-10,1820.15,1520.01,1388.26,971.85,2019,5,10
2019-05-11,1820.45,1522.23,1389.84,971.98,2019,5,11
2019-05-12,1821.37,1523.16,1390.35,972.18,2019,5,12
2019-05-13,1822.35,1524.45,1391.37,972.46,2019,5,13
2019-05-14,1823.11,1525.75,1392.22,972.61,2019,5,14
2019-05-15,1823.33,1526.59,1392.80,972.91,2019,5,15
2019-05-16,1823.69,1527.60,1393.38,973.34,2019,5,16
2019-05-17,1824.71,1528.69,1394.00,973.47,2019,5,17
2019-05-18,1826.96,1529.81,1394.73,973.89,2019,5,18
2019-05-19,1827.84,1530.36,1394.95,974.03,2019,5,19
2019-05-20,1827.93,1531.06,1395.46,974.20,2019,5,20
2019-05-21,1830.24,1532.46,1396.34,974.57,2019,5,21
2019-05-22,1831.33,1533.50,1397.07,974.72,2019,5,22
2019-05-23,1833.34,1534.24,1397.46,975.18,2019,5,23
2019-05-24,1833.50,1534.90,1397.98,975.30,2019,5,24
2019-05-25,1833.97,1535.24,1398.06,975.53,2019,5,25
2019-05-26,1833.52,1535.43,1398.08,975.28,2019,5,26
2019-05-27,1833.37,1535.83,1398.33,975.29,2019,5,27
2019-05-28,1833.67,1536.22,1398.58,975.52,2019,5,28
2019-05-29,1833.00,1536.97,1399.11,975.64,2019,5,29
2019-05-30,1833.00,1537.08,1399.07,975.62,2019,5,30
2019-05-31,1832.96,1536.98,1398.94,975.63,2019,5,31
2019-06-01,1833.09,1536.66,1398.53,975.67,2019,6,1
2019-06-02,1833.03,1536.53,1398.21,975.74,2019,6,2
2019-06-03,1832.93,1536.17,1397.94,975.88,2019,6,3
2019-06-04,1831.41,1535.22,1397.12,976.10,2019,6,4
2019-06-05,1830.44,1534.24,1396.05,975.82,2019,6,5
2019-06-06,1828.62,1533.18,1395.01,975.62,2019,6,6
2019-06-07,1828.40,1532.57,1394.40,975.45,2019,6,7
2019-06-08,1827.62,1531.58,1393.39,975.47,2019,6,8
2019-06-09,1828.13,1531.00,1392.79,975.36,2019,6,9
2019-06-10,1827.39,1530.06,1391.97,975.50,2019,6,10
2019-06-11,1825.20,1528.00,1389.95,975.64,2019,6,11
2019-06-12,1823.25,1525.89,1387.90,975.03,2019,6,12
2019-06-13,1821.60,1523.36,1385.59,974.82,2019,6,13
2019-06-14,1819.20,1520.90,1383.07,974.78,2019,6,14
2019-06-15,1817.20,1518.33,1380.58,974.17,2019,6,15
2019-06-16,1816.63,1517.30,1379.44,973.75,2019,6,16
2019-06-17,1815.44,1515.21,1377.66,973.19,2019,6,17
2019-06-18,1812.90,1512.45,1374.82,972.71,2019,6,18
2019-06-19,1811.89,1509.96,1372.43,972.48,2019,6,19
2019-06-20,1810.04,1507.74,1370.24,972.15,2019,6,20
2019-06-21,1808.99,1505.80,1368.32,971.86,2019,6,21
2019-06-22,1808.41,1504.13,1366.55,971.50,2019,6,22
2019-06-23,1807.11,1503.57,1365.85,971.11,2019,6,23
2019-06-24,1806.98,1502.41,1364.73,971.22,2019,6,24
2019-06-25,1806.25,1500.87,1363.50,970.81,2019,6,25
2019-06-26,1805.63,1499.90,1362.48,970.49,2019,6,26
2019-06-27,1805.06,1499.14,1361.77,970.24,2019,6,27
2019-06-28,1805.08,1498.68,1361.56,970.03,2019,6,28
2019-06-29,1804.43,1497.86,1360.84,969.90,2019,6,29
2019-06-30,1805.22,1497.59,1360.29,969.76,2019,6,30
2019-07-01,1802.56,1496.52,1359.41,969.63,2019,7,1
2019-07-02,1802.48,1495.58,1358.43,969.93,2019,7,2
2019-07-03,1802.42,1494.75,1357.54,970.10,2019,7,3
2019-07-04,1802.31,1493.81,1356.45,970.08,2019,7,4
2019-07-05,1801.92,1492.88,1355.51,970.19,2019,7,5
2019-07-06,1801.95,1492.26,1354.72,969.93,2019,7,6
2019-07-07,1801.53,1491.97,1354.20,969.81,2019,7,7
2019-07-08,1801.36,1491.59,1353.91,969.87,2019,7,8
2019-07-09,1800.18,1491.02,1353.24,969.68,2019,7,9
2019-07-10,1800.51,1490.56,1352.60,969.51,2019,7,10
2019-07-11,1800.03,1490.29,1352.17,969.56,2019,7,11
2019-07-12,1799.78,1490.07,1351.90,969.23,2019,7,12
2019-07-13,1799.63,1489.97,1351.75,969.26,2019,7,13
2019-07-14,1799.15,1490.08,1351.64,969.14,2019,7,14
2019-07-15,1798.68,1490.25,1351.78,969.12,2019,7,15
2019-07-16,1799.07,1490.43,1351.83,969.34,2019,7,16
2019-07-17,1799.17,1490.47,1351.63,969.20,2019,7,17
2019-07-18,1799.40,1490.48,1351.61,969.25,2019,7,18
2019-07-19,1798.68,1490.49,1351.55,969.15,2019,7,19
2019-07-20,1798.99,1490.44,1351.33,968.76,2019,7,20
2019-07-21,1799.60,1490.43,1351.17,968.69,2019,7,21
2019-07-22,1799.04,1490.51,1351.35,968.86,2019,7,22
2019-07-23,1798.58,1490.55,1351.10,968.81,2019,7,23
2019-07-24,1798.85,1490.50,1351.13,968.78,2019,7,24
2019-07-25,1798.19,1490.75,1351.15,968.54,2019,7,25
2019-07-26,1798.49,1491.01,1351.31,968.43,2019,7,26
2019-07-27,1798.82,1491.19,1351.35,968.71,2019,7,27
2019-07-28,1798.91,1491.37,1351.25,968.59,2019,7,28
2019-07-29,1799.61,1491.57,1351.49,968.61,2019,7,29
2019-07-30,1799.18,1492.10,1351.55,968.68,2019,7,30
2019-07-31,1798.19,1492.40,1351.77,968.59,2019,7,31
2019-08-01,1797.05,1492.91,1352.00,968.54,2019,8,1
2019-08-02,1798.82,1493.52,1352.59,968.60,2019,8,2
2019-08-03,1798.30,1493.70,1352.61,968.42,2019,8,3
2019-08-04,1798.85,1493.82,1352.49,968.70,2019,8,4
2019-08-05,1798.93,1493.98,1352.72,968.83,2019,8,5
2019-08-06,1798.60,1494.13,1352.76,968.90,2019,8,6
2019-08-07,1798.61,1494.12,1352.55,968.93,2019,8,7
2019-08-08,1796.47,1494.04,1352.47,969.17,2019,8,8
2019-08-09,1795.75,1493.77,1352.18,969.30,2019,8,9
2019-08-10,1795.63,1493.63,1351.91,968.87,2019,8,10
2019-08-11,1795.47,1493.53,1351.71,968.72,2019,8,11
2019-08-12,1795.51,1493.54,1351.73,968.87,2019,8,12
2019-08-13,1795.74,1493.54,1351.72,968.67,2019,8,13
2019-08-14,1796.21,1493.45,1351.61,968.26,2019,8,14
2019-08-15,1795.62,1493.42,1351.38,968.22,2019,8,15
2019-08-16,1795.70,1493.31,1351.44,968.11,2019,8,16
2019-08-17,1795.57,1493.17,1351.30,967.71,2019,8,17
2019-08-18,1795.48,1493.16,1351.12,967.84,2019,8,18
2019-08-19,1794.77,1493.15,1351.21,967.59,2019,8,19
2019-08-20,1795.35,1493.12,1351.19,967.40,2019,8,20
2019-08-21,1795.43,1492.94,1351.04,967.30,2019,8,21
2019-08-22,1796.37,1493.06,1351.06,967.07,2019,8,22
2019-08-23,1796.76,1493.30,1351.31,966.82,2019,8,23
2019-08-24,1797.41,1493.32,1351.26,966.77,2019,8,24
2019-08-25,1797.90,1493.42,1351.21,966.95,2019,8,25
2019-08-26,1797.97,1493.73,1351.63,967.15,2019,8,26
2019-08-27,1798.56,1493.94,1351.74,967.19,2019,8,27
2019-08-28,1799.53,1494.18,1352.07,967.00,2019,8,28
2019-08-29,1799.27,1494.52,1352.37,966.89,2019,8,29
2019-08-30,1799.21,1495.13,1352.91,966.97,2019,8,30
2019-08-31,1800.17,1496.68,1354.05,966.93,2019,8,31
2019-09-01,1812.65,1509.16,1363.44,967.43,2019,9,1
2019-09-02,1817.32,1515.30,1368.44,967.74,2019,9,2
2019-09-03,1820.38,1518.61,1371.01,967.57,2019,9,3
2019-09-04,1821.98,1520.36,1372.43,967.73,2019,9,4
2019-09-05,1821.53,1521.11,1372.95,967.58,2019,9,5
2019-09-06,1820.75,1522.03,1373.96,967.70,2019,9,6
2019-09-07,1820.84,1522.30,1374.07,967.62,2019,9,7
2019-09-08,1822.07,1522.62,1374.28,967.41,2019,9,8
2019-09-09,1822.24,1522.87,1374.61,967.95,2019,9,9
2019-09-10,1821.71,1523.24,1374.85,967.88,2019,9,10
2019-09-11,1821.86,1523.90,1375.43,968.19,2019,9,11
2019-09-12,1821.33,1524.70,1375.95,968.26,2019,9,12
2019-09-13,1821.45,1525.07,1376.19,968.05,2019,9,13
2019-09-14,1821.91,1525.13,1376.09,967.92,2019,9,14
2019-09-15,1821.37,1525.21,1376.05,967.33,2019,9,15
2019-09-16,1821.43,1526.28,1377.00,967.27,2019,9,16
2019-09-17,1826.74,1529.08,1379.52,967.19,2019,9,17
2019-09-18,1828.84,1531.55,1381.64,967.77,2019,9,18
2019-09-19,1830.39,1533.21,1383.17,968.26,2019,9,19
2019-09-20,1831.07,1534.79,1384.56,968.77,2019,9,20
2019-09-21,1831.43,1536.13,1385.54,969.34,2019,9,21
2019-09-22,1832.51,1536.66,1385.86,969.46,2019,9,22
2019-09-23,1832.45,1537.63,1386.98,969.83,2019,9,23
2019-09-24,1833.87,1538.93,1387.88,970.11,2019,9,24
2019-09-25,1834.90,1540.36,1389.24,970.76,2019,9,25
2019-09-26,1836.34,1541.37,1390.01,971.06,2019,9,26
2019-09-27,1835.94,1541.97,1390.63,971.36,2019,9,27
2019-09-28,1836.27,1542.43,1390.80,972.10,2019,9,28
2019-09-29,1836.86,1542.69,1390.98,972.15,2019,9,29
2019-09-30,1836.45,1543.09,1391.46,972.45,2019,9,30
2019-10-01,1836.20,1543.54,1391.75,972.49,2019,10,1
2019-10-02,1835.20,1543.49,1391.62,972.52,2019,10,2
2019-10-03,1834.61,1543.55,1391.60,972.54,2019,10,3
2019-10-04,1834.41,1543.25,1391.37,972.66,2019,10,4
2019-10-05,1833.05,1543.00,1390.96,972.87,2019,10,5
2019-10-06,1833.32,1543.00,1390.85,972.85,2019,10,6
2019-10-07,1833.23,1542.95,1390.76,972.85,2019,10,7
2019-10-08,1832.09,1542.75,1390.47,972.82,2019,10,8
2019-10-09,1831.47,1542.51,1390.11,973.14,2019,10,9
2019-10-10,1830.71,1542.27,1389.90,973.33,2019,10,10
2019-10-11,1830.04,1541.98,1389.50,973.39,2019,10,11
2019-10-12,1829.59,1541.72,1389.16,973.41,2019,10,12
2019-10-13,1829.62,1541.73,1388.97,973.60,2019,10,13
2019-10-14,1829.31,1541.60,1388.93,973.52,2019,10,14
2019-10-15,1829.04,1541.40,1388.55,973.76,2019,10,15
2019-10-16,1828.79,1541.03,1388.21,973.44,2019,10,16
2019-10-17,1828.69,1540.69,1387.85,973.54,2019,10,17
2019-10-18,1828.50,1539.96,1387.13,973.38,2019,10,18
2019-10-19,1828.13,1539.59,1386.66,973.43,2019,10,19
2019-10-20,1828.41,1539.51,1386.38,973.44,2019,10,20
2019-10-21,1827.46,1539.27,1386.24,973.34,2019,10,21
2019-10-22,1827.26,1538.83,1385.76,973.27,2019,10,22
2019-10-23,1827.33,1538.44,1385.24,972.94,2019,10,23
2019-10-24,1827.22,1538.06,1384.93,972.88,2019,10,24
2019-10-25,1826.82,1537.72,1384.57,972.89,2019,10,25
2019-10-26,1825.90,1537.45,1384.20,973.07,2019,10,26
2019-10-27,1826.41,1537.42,1383.90,973.04,2019,10,27
2019-10-28,1826.53,1537.26,1383.83,972.88,2019,10,28
2019-10-29,1825.48,1536.99,1383.52,972.60,2019,10,29
2019-10-30,1824.84,1536.81,1383.34,972.64,2019,10,30
2019-10-31,1824.33,1536.62,1383.13,972.92,2019,10,31
2019-11-01,1823.64,1536.09,1382.59,972.71,2019,11,1
2019-11-02,1823.37,1535.80,1382.22,972.75,2019,11,2
2019-11-03,1823.58,1535.75,1382.00,972.58,2019,11,3
2019-11-04,1822.33,1535.60,1382.03,972.43,2019,11,4
2019-11-05,1821.86,1535.12,1381.52,972.40,2019,11,5
2019-11-06,1821.30,1534.76,1381.18,972.23,2019,11,6
2019-11-07,1820.76,1534.42,1380.76,972.30,2019,11,7
2019-11-08,1820.17,1534.33,1380.75,972.32,2019,11,8
2019-11-09,1819.96,1534.22,1380.51,972.26,2019,11,9
2019-11-10,1819.22,1534.23,1380.22,972.18,2019,11,10
2019-11-11,1819.42,1534.28,1380.39,972.04,2019,11,11
2019-11-12,1819.84,1534.38,1380.34,971.89,2019,11,12
2019-11-13,1819.54,1534.43,1380.28,972.14,2019,11,13
2019-11-14,1819.58,1534.64,1380.18,972.18,2019,11,14
2019-11-15,1819.32,1534.80,1380.27,972.12,2019,11,15
2019-11-16,1819.52,1535.02,1380.14,972.02,2019,11,16
2019-11-17,1819.93,1535.14,1380.00,971.91,2019,11,17
2019-11-18,1819.94,1535.30,1380.13,971.77,2019,11,18
2019-11-19,1820.66,1535.36,1379.84,971.79,2019,11,19
2019-11-20,1821.61,1535.46,1379.68,971.77,2019,11,20
2019-11-21,1821.39,1535.76,1379.70,971.60,2019,11,21
2019-11-22,1821.09,1536.04,1379.78,971.53,2019,11,22
2019-11-23,1821.00,1536.34,1379.82,971.42,2019,11,23
2019-11-24,1821.73,1536.62,1379.75,971.29,2019,11,24
2019-11-25,1821.53,1536.84,1380.00,971.21,2019,11,25
2019-11-26,1821.55,1537.09,1380.05,970.89,2019,11,26
2019-11-27,1821.49,1537.40,1380.13,970.92,2019,11,27
2019-11-28,1820.68,1537.75,1380.26,970.94,2019,11,28
2019-11-29,1820.96,1538.07,1380.37,970.71,2019,11,29
2019-11-30,1820.76,1538.41,1380.35,970.62,2019,11,30
2019-12-01,1821.31,1538.90,1380.42,970.59,2019,12,1
2019-12-02,1821.91,1539.22,1380.65,970.62,2019,12,2
2019-12-03,1822.18,1539.85,1380.94,970.30,2019,12,3
2019-12-04,1822.65,1540.18,1381.01,970.23,2019,12,4
2019-12-05,1822.87,1540.71,1381.15,970.18,2019,12,5
2019-12-06,1822.47,1541.40,1381.42,970.23,2019,12,6
2019-12-07,1822.89,1542.28,1381.78,970.26,2019,12,7
2019-12-08,1822.80,1542.64,1381.76,970.06,2019,12,8
2019-12-09,1822.07,1543.34,1382.35,970.09,2019,12,9
2019-12-10,1821.63,1544.07,1382.64,970.07,2019,12,10
2019-12-11,1822.17,1544.93,1383.08,970.03,2019,12,11
2019-12-12,1822.53,1545.71,1383.53,970.07,2019,12,12
2019-12-13,1822.37,1546.42,1383.96,970.15,2019,12,13
2019-12-14,1822.90,1547.22,1384.33,970.06,2019,12,14
2019-12-15,1823.43,1547.67,1384.42,970.09,2019,12,15
2019-12-16,1823.31,1548.42,1385.04,970.24,2019,12,16
2019-12-17,1824.06,1549.25,1385.50,970.42,2019,12,17
2019-12-18,1824.78,1549.87,1385.93,970.45,2019,12,18
2019-12-19,1824.96,1550.57,1386.36,970.54,2019,12,19
2019-12-20,1824.76,1551.30,1386.88,970.72,2019,12,20
2019-12-21,1824.88,1552.04,1387.36,970.85,2019,12,21
2019-12-22,1824.69,1552.58,1387.49,970.78,2019,12,22
2019-12-23,1825.28,1553.15,1388.05,970.91,2019,12,23
2019-12-24,1825.05,1554.23,1388.82,971.41,2019,12,24
2019-12-25,1825.69,1554.82,1389.21,971.77,2019,12,25
2019-12-26,1826.07,1555.46,1389.74,972.09,2019,12,26
2019-12-27,1826.11,1556.18,1390.22,972.11,2019,12,27
2019-12-28,1826.48,1556.80,1390.58,972.24,2019,12,28
2019-12-29,1826.57,1557.19,1390.71,972.08,2019,12,29
2019-12-30,1827.13,1557.74,1391.19,972.23,2019,12,30
2019-12-31,1827.53,1558.44,1391.59,972.36,2019,12,31
2020-01-01,1828.42,1559.60,1392.26,972.77,2020,1,1
2020-01-02,1829.22,1560.36,1392.88,972.96,2020,1,2
2020-01-03,1829.27,1561.05,1393.16,973.17,2020,1,3
2020-01-04,1829.27,1561.87,1393.82,973.37,2020,1,4
2020-01-05,1829.81,1562.34,1394.03,973.47,2020,1,5
2020-01-06,1830.83,1563.32,1394.97,973.74,2020,1,6
2020-01-07,1832.59,1565.06,1396.28,974.02,2020,1,7
2020-01-08,1833.08,1566.54,1397.58,974.64,2020,1,8
2020-01-09,1833.56,1568.19,1398.84,975.08,2020,1,9
2020-01-10,1834.85,1569.25,1399.62,975.54,2020,1,10
2020-01-11,1835.39,1570.06,1400.13,975.72,2020,1,11
2020-01-12,1835.06,1570.36,1400.31,975.78,2020,1,12
2020-01-13,1835.56,1570.97,1400.86,975.98,2020,1,13
2020-01-14,1835.85,1571.34,1401.06,976.00,2020,1,14
2020-01-15,1836.16,1571.46,1401.02,976.25,2020,1,15
2020-01-16,1835.60,1571.56,1401.06,976.21,2020,1,16
2020-01-17,1835.63,1571.45,1400.91,976.31,2020,1,17
2020-01-18,1834.35,1571.27,1400.67,976.40,2020,1,18
2020-01-19,1835.20,1571.22,1400.52,976.35,2020,1,19
2020-01-20,1833.99,1571.26,1400.67,976.33,2020,1,20
2020-01-21,1833.33,1571.17,1400.40,976.39,2020,1,21
2020-01-22,1833.27,1571.06,1400.18,975.98,2020,1,22
2020-01-23,1832.87,1571.06,1400.05,975.81,2020,1,23
2020-01-24,1832.71,1570.99,1399.94,975.82,2020,1,24
2020-01-25,1832.69,1571.01,1399.84,975.95,2020,1,25
2020-01-26,1832.48,1570.91,1399.63,975.90,2020,1,26
2020-01-27,1831.82,1570.53,1399.13,975.72,2020,1,27
2020-01-28,1832.24,1570.26,1398.77,975.57,2020,1,28
2020-01-29,1831.68,1569.66,1398.10,975.75,2020,1,29
2020-01-30,1831.22,1568.76,1397.37,975.89,2020,1,30
2020-01-31,1829.98,1567.80,1396.42,975.78,2020,1,31
2020-02-01,1829.74,1566.46,1394.86,975.54,2020,2,1
2020-02-02,1829.16,1565.92,1394.10,975.30,2020,2,2
2020-02-03,1829.16,1564.89,1393.18,975.17,2020,2,3
2020-02-04,1828.81,1563.30,1391.26,975.14,2020,2,4
2020-02-05,1827.17,1561.93,1389.72,974.29,2020,2,5
2020-02-06,1825.40,1560.33,1387.92,973.83,2020,2,6
2020-02-07,1823.77,1558.76,1386.04,973.27,2020,2,7
2020-02-08,1822.68,1557.50,1384.50,972.96,2020,2,8
2020-02-09,1821.64,1556.89,1383.70,972.75,2020,2,9
2020-02-10,1821.21,1555.51,1382.38,972.37,2020,2,10
2020-02-11,1820.45,1552.66,1379.28,971.36,2020,2,11
